CountClassCoupled,CountClassDerived,CountDeclInstanceVariable,CountDeclInstanceMethod,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,ALTER
8,0,0,3,25,0,3,36,3,0,8,NO
10,0,6,14,14,5,6,131,2,90,22,NO
8,0,3,8,8,0,7,63,1,62,14,NO
8,0,4,4,4,2,2,56,1,43,7,NO
0,0,4,5,5,0,1,39,1,60,11,NO
3,0,0,2,5,0,1,15,3,0,3,NO
3,0,0,3,3,1,2,41,1,0,8,NO
4,0,0,2,24,0,2,11,3,0,2,NO
7,0,0,2,24,0,2,22,3,0,4,NO
7,0,0,8,8,1,7,67,1,0,17,NO
7,0,0,3,30,0,3,28,4,0,6,NO
0,0,2,2,3,0,2,29,2,16,4,NO
32,0,2,25,56,4,11,638,2,90,64,NO
2,0,3,7,7,0,7,42,1,66,10,NO
3,0,1,5,27,3,2,40,3,40,7,NO
2,0,1,3,25,0,3,16,3,0,3,NO
2,0,1,3,25,0,3,16,3,0,3,NO
13,0,6,11,13,7,4,155,1,79,29,NO
7,0,3,10,10,0,5,65,1,50,17,NO
5,0,0,2,29,0,1,17,4,0,3,NO
5,0,0,2,29,0,1,17,4,0,3,NO
6,0,0,3,30,0,2,26,4,0,6,NO
6,0,0,1,1,0,1,9,1,0,1,NO
5,0,0,0,3,0,3,157,1,0,43,NO
6,0,0,3,30,0,2,26,4,0,6,NO
3,0,0,5,5,0,5,44,1,0,13,NO
8,0,0,3,30,0,2,31,4,0,7,NO
4,0,1,2,24,0,2,14,3,0,3,NO
3,0,1,4,4,0,4,14,1,0,4,NO
0,0,1,2,2,0,2,13,2,50,4,NO
4,0,1,4,4,0,4,15,1,0,5,NO
2,0,6,11,11,2,9,101,2,71,21,NO
4,0,2,4,4,0,4,28,1,50,6,NO
3,0,0,2,2,0,2,21,2,0,5,NO
35,2,25,18,18,10,2,615,1,89,45,YES
4,0,1,2,24,0,2,14,3,0,3,NO
8,1,0,7,25,5,1,92,2,0,11,NO
7,0,2,4,23,2,1,149,2,40,18,NO
4,0,0,4,4,0,3,18,1,0,4,NO
6,0,1,4,4,0,4,15,1,0,5,NO
4,0,1,2,24,0,2,13,3,0,3,NO
4,0,1,2,24,0,2,12,3,0,3,NO
3,0,3,6,6,2,4,61,1,66,8,YES
6,0,8,27,27,6,19,326,2,86,48,NO
3,0,3,7,7,0,7,34,1,66,9,NO
1,0,0,2,2,0,2,9,2,0,3,NO
1,0,2,5,6,0,4,28,1,33,6,NO
2,0,1,8,25,0,8,43,2,22,12,NO
3,0,2,6,6,0,0,38,2,50,7,NO
2,2,1,5,20,0,3,17,2,33,3,NO
6,0,0,4,24,0,2,27,3,0,5,NO
6,0,0,4,24,0,2,27,3,0,5,NO
13,0,2,14,15,0,15,100,1,93,27,NO
5,0,0,3,18,0,1,24,2,0,4,NO
5,0,0,3,18,0,1,25,2,0,4,NO
11,0,7,23,24,2,22,116,1,89,33,NO
38,0,1,19,50,7,5,286,2,84,36,YES
22,0,6,11,11,5,4,422,1,81,25,YES
2,0,1,3,3,0,1,13,1,0,3,NO
13,0,7,7,7,5,2,215,2,69,26,NO
2,0,5,3,3,0,3,43,2,60,3,NO
5,0,2,4,4,0,4,39,1,50,5,NO
4,0,3,2,2,0,2,198,1,33,2,YES
7,0,13,21,21,12,7,314,2,91,49,NO
11,0,1,4,4,2,2,95,1,0,20,NO
42,0,3,51,54,14,28,820,2,95,142,YES
17,0,3,9,9,2,7,138,2,66,29,NO
11,2,5,20,20,4,15,96,2,88,24,NO
15,0,9,31,31,7,19,247,1,85,59,NO
1,0,0,5,5,0,4,27,2,0,5,NO
1,0,0,7,7,3,4,52,2,0,14,NO
8,0,0,3,25,0,3,24,3,0,4,NO
4,0,2,14,34,0,14,103,3,64,25,NO
6,0,2,15,35,3,11,88,3,73,24,NO
2,0,0,3,34,0,0,15,4,0,3,NO
8,0,5,4,4,2,1,64,1,50,9,NO
2,0,0,3,23,0,0,28,2,0,4,NO
7,3,4,19,20,1,7,154,1,84,28,NO
7,0,0,1,1,0,1,15,1,0,6,NO
1,0,0,3,3,0,1,115,1,0,13,NO
0,0,1,3,3,0,2,54,1,33,11,NO
2,0,1,5,25,0,0,35,2,60,6,NO
2,0,0,3,23,0,0,25,2,0,3,NO
3,0,0,1,1,0,1,15,1,0,3,NO
4,0,0,3,3,0,2,27,2,66,8,NO
1,0,0,5,5,0,5,54,1,0,12,NO
1,0,0,1,1,0,1,11,1,100,2,NO
0,0,0,2,24,0,1,16,3,0,3,NO
0,1,0,2,7,0,1,8,2,0,2,NO
1,0,0,1,1,0,1,4,1,0,1,NO
0,0,0,2,7,0,1,18,2,0,2,NO
2,3,1,5,5,0,2,23,1,50,4,NO
0,0,0,2,7,0,1,14,2,0,2,NO
0,0,0,10,10,0,10,32,1,0,10,NO
14,0,1,2,2,0,2,42,1,0,6,NO
3,1,0,4,30,1,2,41,2,0,5,NO
6,7,9,25,26,0,15,153,1,88,34,NO
14,0,0,1,2,0,2,39,1,0,11,NO
1,0,0,4,35,0,4,32,3,80,8,NO
2,0,0,3,34,0,2,16,3,0,4,NO
5,0,2,4,30,0,2,61,2,50,11,NO
2,0,0,3,29,0,2,47,2,0,6,NO
6,1,0,5,31,0,2,41,2,0,7,NO
3,0,2,5,35,1,3,53,3,60,7,NO
3,2,2,4,30,0,1,44,2,50,7,NO
3,0,0,4,34,0,3,28,3,0,4,NO
3,0,0,4,30,1,2,37,2,0,6,NO
3,0,2,3,10,0,1,31,3,33,8,NO
6,0,0,11,30,0,1,79,2,0,14,NO
7,0,3,7,7,2,5,59,2,71,12,NO
1,0,0,3,4,1,2,26,2,75,4,NO
0,0,0,1,1,0,1,9,1,0,2,NO
3,2,3,9,9,0,1,52,1,66,11,NO
0,0,0,2,2,1,1,30,1,0,5,NO
13,0,8,26,35,16,6,397,2,88,91,YES
12,0,1,6,15,1,5,67,2,50,14,YES
4,0,2,5,31,0,2,39,2,60,7,NO
0,0,0,0,6,5,1,115,1,0,19,NO
0,0,5,5,5,0,5,42,1,48,7,NO
41,0,9,87,109,10,62,650,3,96,160,YES
9,2,1,19,19,0,0,120,1,13,34,NO
8,0,9,15,15,4,5,248,1,66,52,NO
55,0,38,140,143,46,77,1891,2,97,332,YES
4,0,2,12,12,4,0,83,1,58,23,NO
25,1,14,91,91,15,76,869,1,94,209,YES
7,0,1,8,8,1,5,146,2,75,19,NO
2,0,0,9,9,3,6,53,1,0,11,NO
2,0,0,2,15,0,2,41,2,0,2,NO
28,0,26,8,21,4,3,630,2,69,44,NO
0,0,0,0,0,0,0,21,2,0,0,NO
14,0,0,3,94,1,2,93,2,0,16,NO
3,0,0,7,46,0,0,56,4,0,10,NO
11,0,11,9,11,5,5,238,1,76,20,YES
53,0,15,121,121,19,71,1414,2,95,348,YES
30,0,0,13,14,6,1,206,1,92,37,NO
3,0,0,5,6,0,5,26,1,83,8,NO
6,0,0,1,11,0,1,14,3,0,3,NO
6,0,0,6,7,1,5,73,1,0,14,NO
5,0,0,8,47,0,0,57,4,0,13,NO
3,1,0,6,31,0,0,42,3,0,9,NO
5,0,0,6,7,1,5,28,1,0,8,NO
10,2,1,6,25,0,2,47,2,60,6,NO
5,0,0,3,25,0,3,19,3,0,3,NO
4,0,9,12,12,6,0,109,1,68,21,NO
7,0,6,5,5,3,0,126,1,60,11,NO
4,3,2,14,39,0,0,103,3,66,16,NO
10,0,12,11,11,9,2,333,1,65,71,NO
8,0,1,4,26,1,3,38,3,25,7,NO
3,0,0,7,46,0,0,58,4,0,10,NO
11,2,2,22,22,1,13,218,2,90,52,NO
5,0,5,12,14,5,7,358,2,88,68,NO
1,0,1,2,24,0,2,12,3,0,2,NO
1,0,1,2,24,0,2,12,3,0,2,NO
0,0,0,0,1,0,0,12,1,0,1,NO
13,1,2,10,10,1,8,142,1,70,27,NO
7,0,0,2,2,0,2,53,1,0,9,NO
16,0,1,6,6,2,4,116,1,50,43,NO
22,1,2,14,14,3,9,194,1,50,47,NO
2,1,1,2,2,0,2,19,1,0,2,NO
14,0,1,11,21,2,8,80,3,45,19,NO
7,2,0,3,10,0,3,40,2,0,11,NO
1,0,0,2,24,0,2,19,3,0,2,NO
4,0,2,4,4,0,4,23,1,25,4,NO
9,0,2,15,15,6,8,139,2,83,32,NO
19,0,3,5,15,0,5,110,2,53,19,YES
10,0,0,3,3,1,2,67,1,0,13,NO
20,0,1,20,20,13,7,235,1,90,53,NO
27,0,5,23,37,13,9,318,2,81,60,NO
12,0,0,2,4,0,2,31,2,0,7,NO
4,0,2,3,3,0,2,24,1,16,3,NO
1,0,1,3,25,0,3,14,3,33,3,NO
1,0,2,3,3,0,3,36,2,0,9,NO
6,0,1,3,3,0,3,26,1,33,7,NO
12,0,3,10,10,0,8,126,1,80,24,NO
0,0,1,2,2,0,1,29,2,50,2,NO
39,0,22,44,44,7,37,408,1,94,86,NO
1,0,0,1,1,0,1,11,2,0,1,NO
2,0,0,1,2,1,1,18,2,0,2,NO
